"track","track_label","model","icd9","group","n","mean","sd","min","q1","median","q3","max","nearest_target","nearest_target_label","icd9_label","ccs_id","ccs_category"
"8_9","ICD-9-CM to ICDA-8","SapBERT","477","has a reference match",858,0.364,0.076,0.132,0.314,0.359,0.407,0.738,"507","hay fever","allergic rhinitis",81,"other upper respiratory disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","478","has a reference match",858,0.401,0.109,0.152,0.322,0.387,0.467,0.921,"508","other diseases of upper respiratory tract","other diseases of upper respiratory tract",81,"other upper respiratory disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","491","has a reference match",858,0.37,0.083,0.157,0.318,0.367,0.416,1,"491","chronic bronchitis","chronic bronchitis",84,"chronic obstructive pulmonary disease copd"
"8_9","ICD-9-CM to ICDA-8","SapBERT","492","has a reference match",858,0.4,0.078,0.204,0.352,0.396,0.448,1,"492","emphysema","emphysema",84,"chronic obstructive pulmonary disease copd"
"8_9","ICD-9-CM to ICDA-8","SapBERT","493","has a reference match",858,0.374,0.082,0.113,0.32,0.371,0.417,1,"493","asthma","asthma",85,"asthma"
"8_9","ICD-9-CM to ICDA-8","SapBERT","494","has a reference match",858,0.357,0.081,0.078,0.304,0.357,0.405,0.885,"518","bronchiectasis","bronchiectasis",84,"chronic obstructive pulmonary disease copd"
"8_9","ICD-9-CM to ICDA-8","SapBERT","495","no reference match",858,0.365,0.082,0.089,0.315,0.361,0.413,0.68,"518","bronchiectasis","extrinsic allergic alveolitis",86,"lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","SapBERT","496","no reference match",858,0.401,0.081,0.191,0.346,0.4,0.454,0.677,"491","chronic bronchitis","chronic airway obstruction not elsewhere classified",84,"chronic obstructive pulmonary disease copd"
"8_9","ICD-9-CM to ICDA-8","SapBERT","500","has a reference match",858,0.321,0.076,0.058,0.273,0.316,0.365,0.694,"515","pneumoconiosis due to silica and silicates","coal workers pneumoconiosis",86,"lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","SapBERT","501","has a reference match",858,0.373,0.065,0.153,0.33,0.372,0.418,0.611,"515","pneumoconiosis due to silica and silicates","asbestosis",86,"lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","SapBERT","502","has a reference match",858,0.32,0.07,0.123,0.275,0.319,0.363,0.868,"515","pneumoconiosis due to silica and silicates","pneumoconiosis due to other silica or silicates",86,"lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","SapBERT","503","has a reference match",858,0.329,0.078,0.137,0.271,0.326,0.382,0.701,"516","other pneumoconioses and related diseases","pneumoconiosis due to other inorganic dust",86,"lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","SapBERT","504","has a reference match",858,0.34,0.089,0.105,0.277,0.331,0.403,0.725,"516","other pneumoconioses and related diseases","pneumonopathy due to inhalation of other dust",86,"lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","SapBERT","505","has a reference match",858,0.354,0.072,0.133,0.308,0.349,0.393,0.767,"515","pneumoconiosis due to silica and silicates","pneumoconiosis unspecified",86,"lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","SapBERT","506","has a reference match",858,0.342,0.071,0.167,0.295,0.341,0.384,0.687,"987","toxic effect of other gases fumes or vapors","respiratory conditions due to chemical fumes and vapors",86,"lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","SapBERT","508","no reference match",858,0.381,0.102,0.129,0.305,0.369,0.452,0.812,"508","other diseases of upper respiratory tract","respiratory conditions due to other and unspecified external agents",86,"lung disease due to external agents"
"8_9","ICD-9-CM to ICDA-8","SapBERT","512","has a reference match",858,0.383,0.073,0.16,0.335,0.383,0.424,0.864,"512","spontaneous pneumothorax","pneumothorax and air leak",87,"other lower respiratory disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","514","has a reference match",858,0.372,0.079,0.146,0.318,0.368,0.419,1,"514","pulmonary congestion and hypostasis","pulmonary congestion and hypostasis",87,"other lower respiratory disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","515","no reference match",858,0.38,0.077,0.128,0.33,0.376,0.424,0.724,"518","bronchiectasis","postinflammatory pulmonary fibrosis",87,"other lower respiratory disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","516","no reference match",858,0.424,0.082,0.212,0.369,0.416,0.476,0.868,"516","other pneumoconioses and related diseases","other alveolar and parietoalveolar pneumonopathy",87,"other lower respiratory disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","517","no reference match",858,0.381,0.092,0.15,0.312,0.37,0.444,0.768,"517","other chronic interstitial pneumonia","lung involvement in conditions classified elsewhere",87,"other lower respiratory disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","518","has a reference match",858,0.389,0.108,0.167,0.309,0.37,0.451,0.865,"519","other diseases of respiratory system","other diseases of lung",88,"respiratory failure pulmonary collapse"
"8_9","ICD-9-CM to ICDA-8","SapBERT","523","has a reference match",858,0.449,0.081,0.252,0.396,0.439,0.493,0.917,"523","periodontal diseases","gingival and periodontal diseases",89,"disorders of teeth and jaw"
"8_9","ICD-9-CM to ICDA-8","SapBERT","525","has a reference match",858,0.402,0.103,0.204,0.327,0.39,0.456,1,"525","other diseases and conditions of the teeth and supporting structures","other diseases and conditions of the teeth and supporting structures",89,"disorders of teeth and jaw"
"8_9","ICD-9-CM to ICDA-8","SapBERT","530","has a reference match",858,0.361,0.08,0.153,0.309,0.351,0.408,0.97,"530","diseases of esophagus","diseases of oesophagus",90,"esophageal disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","531","has a reference match",858,0.391,0.079,0.176,0.34,0.383,0.435,0.972,"531","ulcer of stomach","gastric ulcer",91,"gasduo ulcer without hemorrhage"
"8_9","ICD-9-CM to ICDA-8","SapBERT","532","has a reference match",858,0.375,0.081,0.183,0.322,0.368,0.422,0.952,"532","ulcer of duodenum","duodenal ulcer",91,"gasduo ulcer without hemorrhage"
"8_9","ICD-9-CM to ICDA-8","SapBERT","533","has a reference match",858,0.383,0.082,0.142,0.33,0.38,0.429,1,"533","peptic ulcer site unspecified","peptic ulcer site unspecified",91,"gasduo ulcer without hemorrhage"
"8_9","ICD-9-CM to ICDA-8","SapBERT","534","has a reference match",858,0.379,0.081,0.194,0.323,0.37,0.427,1,"534","gastrojejunal ulcer","gastrojejunal ulcer",91,"gasduo ulcer without hemorrhage"
"8_9","ICD-9-CM to ICDA-8","SapBERT","535","has a reference match",858,0.386,0.087,0.202,0.327,0.376,0.433,1,"535","gastritis and duodenitis","gastritis and duodenitis",92,"gastritis and duodenitis"
"8_9","ICD-9-CM to ICDA-8","SapBERT","537","has a reference match",858,0.405,0.11,0.196,0.328,0.388,0.462,1,"537","other diseases of stomach and duodenum","other diseases of stomach and duodenum",93,"other disorders of stomach and duodenum"
"8_9","ICD-9-CM to ICDA-8","SapBERT","555","no reference match",858,0.362,0.084,0.166,0.305,0.357,0.414,0.716,"563","chronic enteritis and ulcerative colitis","regional enteritis",94,"regional enteritis and ulcerative colitis"
"8_9","ICD-9-CM to ICDA-8","SapBERT","556","has a reference match",858,0.37,0.076,0.186,0.32,0.362,0.412,0.861,"563","chronic enteritis and ulcerative colitis","ulcerative colitis",94,"regional enteritis and ulcerative colitis"
"8_9","ICD-9-CM to ICDA-8","SapBERT","557","no reference match",858,0.401,0.075,0.16,0.352,0.401,0.45,0.659,"563","chronic enteritis and ulcerative colitis","vascular insufficiency of intestine",77,"other circulatory disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","558","has a reference match",858,0.406,0.097,0.182,0.333,0.393,0.47,0.901,"561","gastroenteritis and colitis except ulcerative of noninfectious origin","other and unspecified noninfectious gastroenteritis and colitis",95,"noninfectious gastroenteritis"
"8_9","ICD-9-CM to ICDA-8","SapBERT","562","has a reference match",858,0.354,0.08,0.152,0.301,0.346,0.398,1,"562","diverticula of intestine","diverticula of intestine",96,"diverticulosis and diverticulitis"
"8_9","ICD-9-CM to ICDA-8","SapBERT","564","has a reference match",858,0.392,0.099,0.149,0.321,0.381,0.452,0.859,"564","functional disorders of intestines","functional digestive disorders not elsewhere classified",97,"other gastrointestinal disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","571","has a reference match",858,0.395,0.079,0.159,0.343,0.395,0.44,0.903,"571","cirrhosis of liver","chronic liver disease and cirrhosis",98,"hepatitis and other liver diseases"
"8_9","ICD-9-CM to ICDA-8","SapBERT","572","has a reference match",858,0.44,0.072,0.241,0.393,0.44,0.487,0.878,"572","suppurative hepatitis and liver abscess","liver abscess and sequelae of chronic liver disease",98,"hepatitis and other liver diseases"
"8_9","ICD-9-CM to ICDA-8","SapBERT","573","has a reference match",858,0.395,0.099,0.171,0.326,0.38,0.45,1,"573","other diseases of liver","other diseases of liver",98,"hepatitis and other liver diseases"
"8_9","ICD-9-CM to ICDA-8","SapBERT","575","has a reference match",858,0.396,0.107,0.18,0.32,0.381,0.46,0.934,"576","other diseases of gallbladder and biliary ducts","other disorders of gallbladder",99,"biliary tract disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","576","no reference match",858,0.394,0.104,0.174,0.318,0.38,0.461,0.95,"576","other diseases of gallbladder and biliary ducts","other disorders of biliary tract",99,"biliary tract disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","577","has a reference match",858,0.387,0.088,0.157,0.328,0.378,0.436,1,"577","diseases of pancreas","diseases of pancreas",100,"pancreatic disorders excluding diabetes"
"8_9","ICD-9-CM to ICDA-8","SapBERT","579","has a reference match",858,0.404,0.077,0.211,0.352,0.404,0.451,0.732,"564","functional disorders of intestines","intestinal malabsorption",97,"other gastrointestinal disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","581","has a reference match",858,0.393,0.078,0.187,0.342,0.39,0.441,1,"581","nephrotic syndrome","nephrotic syndrome",101,"chronic kideny disease and related conditions"
"8_9","ICD-9-CM to ICDA-8","SapBERT","582","has a reference match",858,0.378,0.08,0.171,0.327,0.375,0.421,0.92,"582","chronic nephritis","chronic glomerulonephritis",101,"chronic kideny disease and related conditions"
"8_9","ICD-9-CM to ICDA-8","SapBERT","583","has a reference match",858,0.436,0.082,0.223,0.38,0.428,0.485,0.907,"583","nephritis unqualified","nephritis and nephropathy not specified as acute or chronic",101,"chronic kideny disease and related conditions"
"8_9","ICD-9-CM to ICDA-8","SapBERT","585","no reference match",858,0.389,0.078,0.18,0.342,0.384,0.432,0.854,"582","chronic nephritis","chronic kidney disease",101,"chronic kideny disease and related conditions"
"8_9","ICD-9-CM to ICDA-8","SapBERT","586","no reference match",858,0.397,0.074,0.179,0.35,0.396,0.441,0.743,"582","chronic nephritis","renal failure unspecified",101,"chronic kideny disease and related conditions"
"8_9","ICD-9-CM to ICDA-8","SapBERT","587","has a reference match",858,0.38,0.076,0.185,0.332,0.378,0.421,0.952,"584","renal sclerosis unqualified","renal sclerosis unspecified",101,"chronic kideny disease and related conditions"
"8_9","ICD-9-CM to ICDA-8","SapBERT","588","no reference match",858,0.379,0.08,0.17,0.326,0.378,0.429,0.735,"583","nephritis unqualified","disorders resulting from impaired renal function",102,"other diseases of kidney and ureters"
"8_9","ICD-9-CM to ICDA-8","SapBERT","590","has a reference match",858,0.37,0.081,0.164,0.315,0.362,0.411,1,"590","infections of kidney","infections of kidney",103,"urinary tract infections"
"8_9","ICD-9-CM to ICDA-8","SapBERT","595","has a reference match",858,0.367,0.082,0.156,0.311,0.359,0.412,1,"595","cystitis","cystitis",103,"urinary tract infections"
"8_9","ICD-9-CM to ICDA-8","SapBERT","596","has a reference match",858,0.389,0.108,0.175,0.309,0.371,0.455,0.982,"596","other diseases of bladder","other disorders of bladder",104,"other diseases of bladder and urethra"
"8_9","ICD-9-CM to ICDA-8","SapBERT","599","has a reference match",858,0.354,0.113,0.144,0.268,0.332,0.422,0.918,"599","other diseases of urinary tract","other disorders of urethra and urinary tract",104,"other diseases of bladder and urethra"
"8_9","ICD-9-CM to ICDA-8","SapBERT","600","has a reference match",858,0.331,0.069,0.107,0.289,0.328,0.369,1,"600","hyperplasia of prostate","hyperplasia of prostate",105,"hyperplasia of prostate"
"8_9","ICD-9-CM to ICDA-8","SapBERT","601","has a reference match",858,0.384,0.081,0.156,0.332,0.377,0.424,0.86,"601","prostatitis","inflammatory diseases of prostate",106,"other male genital disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","607","has a reference match",858,0.339,0.075,0.146,0.289,0.327,0.379,0.732,"703","diseases of nail","disorders of penis",106,"other male genital disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","610","has a reference match",858,0.372,0.073,0.135,0.323,0.366,0.42,0.754,"610","chronic cystic disease of breast","benign mammary dysplasias",107,"nonmalignant breast conditions"
"8_9","ICD-9-CM to ICDA-8","SapBERT","614","has a reference match",858,0.385,0.077,0.188,0.334,0.377,0.433,0.748,"616","diseases of parametrium and pelvic peritoneum female","inflammatory disease of ovary fallopian tube pelvic cellular tissue and peritoneum",108,"other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","615","no reference match",858,0.419,0.087,0.215,0.358,0.407,0.472,0.792,"622","infective diseases of uterus except cervix vagina and vulva","inflammatory diseases of uterus except cervix",108,"other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","617","no reference match",858,0.389,0.069,0.201,0.344,0.386,0.429,0.673,"614","salpingitis and oophoritis unqualified","endometriosis",108,"other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","618","has a reference match",858,0.418,0.071,0.235,0.371,0.413,0.462,0.835,"623","uterovaginal prolapse","genital prolapse",110,"prolapse of female genital organs"
"8_9","ICD-9-CM to ICDA-8","SapBERT","619","no reference match",858,0.282,0.072,0.04,0.233,0.276,0.324,0.518,"622","infective diseases of uterus except cervix vagina and vulva","fistula involving female genital tract",108,"other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","621","has a reference match",858,0.36,0.1,0.112,0.29,0.347,0.417,0.862,"625","other diseases of uterus","disorders of uterus not elsewhere classified",108,"other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","625","no reference match",858,0.332,0.086,0.122,0.272,0.323,0.381,0.762,"629","other diseases of female genital organs","pain and other symptoms associated with female genital organs",108,"other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","626","has a reference match",858,0.374,0.086,0.13,0.316,0.365,0.427,0.865,"626","disorders of menstruation","disorders of menstruation and other abnormal bleeding from female genital tract",109,"menstrual disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","627","has a reference match",858,0.424,0.088,0.15,0.365,0.42,0.477,0.837,"627","menopausal symptoms","menopausal and postmenopausal disorders",111,"menopausal disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","628","has a reference match",858,0.385,0.081,0.148,0.328,0.382,0.433,0.898,"628","sterility female","female infertility",112,"female infertility"
"8_9","ICD-9-CM to ICDA-8","SapBERT","629","has a reference match",858,0.368,0.113,0.135,0.282,0.353,0.436,0.983,"629","other diseases of female genital organs","other disorders of female genital organs",108,"other female genital disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","691","has a reference match",858,0.404,0.078,0.16,0.352,0.402,0.448,0.843,"691","infantile eczema and related conditions","atopic dermatitis and related conditions",113,"allergic reactions"
"8_9","ICD-9-CM to ICDA-8","SapBERT","694","has a reference match",858,0.385,0.074,0.184,0.34,0.382,0.422,0.795,"694","pemphigus","bullous dermatoses",114,"other inflammatory condition of skin"
"8_9","ICD-9-CM to ICDA-8","SapBERT","695","has a reference match",858,0.397,0.079,0.172,0.349,0.395,0.441,1,"695","erythematous conditions","erythematous conditions",114,"other inflammatory condition of skin"
"8_9","ICD-9-CM to ICDA-8","SapBERT","696","has a reference match",858,0.372,0.077,0.154,0.324,0.366,0.411,1,"696","psoriasis and similar disorders","psoriasis and similar disorders",114,"other inflammatory condition of skin"
"8_9","ICD-9-CM to ICDA-8","SapBERT","701","has a reference match",858,0.407,0.086,0.195,0.348,0.403,0.455,1,"701","other hypertrophic and atrophic conditions of skin","other hypertrophic and atrophic conditions of skin",115,"other skin disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","705","has a reference match",858,0.367,0.079,0.162,0.318,0.365,0.411,1,"705","diseases of sweat glands","diseases of sweat glands",115,"other skin disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","707","has a reference match",858,0.364,0.074,0.194,0.314,0.36,0.407,1,"707","chronic ulcer of skin","chronic ulcer of skin",116,"chronic ulcer of skin"
"8_9","ICD-9-CM to ICDA-8","SapBERT","710","has a reference match",858,0.364,0.078,0.142,0.309,0.357,0.413,0.843,"734","diffuse diseases of connective tissue","diffuse diseases of connective tissue",117,"systemic lupus erythematosus and connective tissue disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","712","no reference match",858,0.411,0.075,0.217,0.363,0.405,0.453,0.751,"715","arthritis unspecified","crystal arthropathies",37,"gout and other crystal arthropathies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","713","no reference match",858,0.389,0.088,0.184,0.326,0.382,0.44,0.855,"714","other specified forms of arthritis","arthropathy associated with other disorders classified elsewhere",118,"joint disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","714","has a reference match",858,0.387,0.08,0.175,0.336,0.381,0.429,0.876,"712","rheumatoid arthritis and allied conditions","rheumatoid arthritis and other inflammatory polyarthropathies",119,"rheumatoid arthritis and related disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","715","has a reference match",858,0.422,0.074,0.232,0.375,0.413,0.461,0.916,"713","osteoarthritis and allied conditions","osteoarthrosis and allied disorders",120,"osteoarthritis"
"8_9","ICD-9-CM to ICDA-8","SapBERT","716","has a reference match",858,0.386,0.094,0.183,0.318,0.377,0.44,0.913,"714","other specified forms of arthritis","other and unspecified arthropathies",118,"joint disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","717","has a reference match",858,0.371,0.078,0.184,0.318,0.367,0.417,0.809,"724","internal derangement of joint","internal derangement of knee",118,"joint disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","718","has a reference match",858,0.4,0.085,0.201,0.342,0.392,0.453,0.773,"724","internal derangement of joint","other derangement of joint",118,"joint disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","719","has a reference match",858,0.355,0.102,0.162,0.279,0.336,0.413,0.872,"729","other diseases of joint","other and unspecified disorders of joint",118,"joint disorders"
"8_9","ICD-9-CM to ICDA-8","SapBERT","720","no reference match",858,0.363,0.073,0.173,0.316,0.363,0.402,0.675,"720","osteomyelitis and periostitis","ankylosing spondylitis and other inflammatory spondylopathies",121,"spondylosis intervertebral disc disorders other back problems"
"8_9","ICD-9-CM to ICDA-8","SapBERT","721","no reference match",858,0.406,0.072,0.223,0.356,0.404,0.448,0.755,"727","ankylosis of joint","spondylosis and allied disorders",121,"spondylosis intervertebral disc disorders other back problems"
"8_9","ICD-9-CM to ICDA-8","SapBERT","722","has a reference match",858,0.366,0.079,0.136,0.316,0.361,0.411,0.8,"725","displacement of intervertebral disc","intervertebral disc disorders",121,"spondylosis intervertebral disc disorders other back problems"
"8_9","ICD-9-CM to ICDA-8","SapBERT","730","has a reference match",858,0.415,0.069,0.254,0.368,0.413,0.455,0.816,"720","osteomyelitis and periostitis","osteomyelitis periostitis and other infections involving bone",122,"infective arthritis and osteomyelitis"
"8_9","ICD-9-CM to ICDA-8","SapBERT","731","has a reference match",858,0.382,0.082,0.187,0.321,0.371,0.428,0.777,"723","other diseases of bone","osteitis deformans and osteopathies associated with other disorders classified elsewhere",123,"osteoporosis and other bone disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","732","has a reference match",858,0.415,0.073,0.22,0.369,0.413,0.455,0.827,"722","osteochondrosis","osteochondropathies",123,"osteoporosis and other bone disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","733","has a reference match",858,0.404,0.098,0.199,0.333,0.391,0.458,0.863,"723","other diseases of bone","other disorders of bone and cartilage",123,"osteoporosis and other bone disease"
"8_9","ICD-9-CM to ICDA-8","SapBERT","735","has a reference match",858,0.37,0.074,0.173,0.319,0.361,0.407,0.739,"736","flat foot","acquired deformities of toe",124,"acquired foot deformities"
"8_9","ICD-9-CM to ICDA-8","SapBERT","737","has a reference match",858,0.323,0.071,0.119,0.278,0.32,0.363,0.9,"735","curvature of spine","curvature of spine",125,"other acquired deformities"
"8_9","ICD-9-CM to ICDA-8","SapBERT","740","has a reference match",858,0.409,0.075,0.233,0.355,0.405,0.45,0.858,"740","anencephalus","anencephalus and similar anomalies",126,"nervous system congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","741","has a reference match",858,0.39,0.074,0.213,0.34,0.386,0.432,1,"741","spina bifida","spina bifida",126,"nervous system congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","742","has a reference match",858,0.404,0.094,0.192,0.338,0.396,0.455,0.988,"743","other congenital anomalies of nervous system","other congenital anomalies of nervous system",126,"nervous system congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","743","has a reference match",858,0.365,0.082,0.153,0.315,0.356,0.399,0.992,"744","congenital anomalies of eye","congenital anomalies of eye",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","744","has a reference match",858,0.379,0.083,0.183,0.326,0.37,0.421,0.98,"745","congenital anomalies of ear face and neck","congenital anomalies of ear face and neck",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","745","no reference match",858,0.4,0.074,0.227,0.353,0.397,0.44,0.74,"745","congenital anomalies of ear face and neck","bulbus cordis anomalies and anomalies of cardiac septal closure",128,"cardiac and circulatory congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","746","has a reference match",858,0.418,0.092,0.207,0.357,0.413,0.472,0.925,"746","congenital anomalies of heart","other congenital anomalies of heart",128,"cardiac and circulatory congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","747","has a reference match",858,0.403,0.097,0.183,0.335,0.398,0.464,1,"747","other congenital anomalies of circulatory system","other congenital anomalies of circulatory system",128,"cardiac and circulatory congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","748","has a reference match",858,0.382,0.087,0.162,0.327,0.373,0.421,1,"748","congenital anomalies of respiratory system","congenital anomalies of respiratory system",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","749","has a reference match",858,0.413,0.076,0.21,0.364,0.408,0.457,1,"749","cleft palate and cleft lip","cleft palate and cleft lip",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","750","has a reference match",858,0.387,0.092,0.162,0.323,0.385,0.442,1,"750","other congenital anomalies of upper alimentary tract","other congenital anomalies of upper alimentary tract",129,"digestive congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","751","has a reference match",858,0.387,0.1,0.165,0.317,0.373,0.45,1,"751","other congenital anomalies of digestive system","other congenital anomalies of digestive system",129,"digestive congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","752","has a reference match",858,0.373,0.084,0.186,0.32,0.365,0.41,1,"752","congenital anomalies of genital organs","congenital anomalies of genital organs",130,"genitourinary congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","753","has a reference match",858,0.364,0.085,0.172,0.312,0.353,0.403,1,"753","congenital anomalies of urinary system","congenital anomalies of urinary system",130,"genitourinary congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","754","has a reference match",858,0.39,0.083,0.145,0.334,0.375,0.43,0.838,"756","other congenital anomalies of musculoskeletal system","certain congenital musculoskeletal deformities",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","755","has a reference match",858,0.412,0.089,0.184,0.352,0.403,0.458,1,"755","other congenital anomalies of limbs","other congenital anomalies of limbs",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","756","has a reference match",858,0.422,0.096,0.172,0.353,0.409,0.474,0.989,"756","other congenital anomalies of musculoskeletal system","other congenital musculoskeletal anomalies",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","757","has a reference match",858,0.368,0.086,0.167,0.313,0.355,0.408,0.862,"757","congenital anomalies of skin hair and nails","congenital anomalies of the integument",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","758","has a reference match",858,0.378,0.073,0.174,0.332,0.37,0.411,0.773,"752","congenital anomalies of genital organs","chromosomal anomalies",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","SapBERT","759","has a reference match",858,0.361,0.108,0.12,0.283,0.338,0.424,0.976,"758","other and unspecified congenital anomalies","other and unspecified congenital anomalies",127,"other congenital anomalies"
"8_9","ICD-9-CM to ICDA-8","mpnet","140","has a reference match",858,0.255,0.136,-0.04,0.171,0.223,0.296,1,"140","malignant neoplasm of lip","malignant neoplasm of lip",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","141","has a reference match",858,0.27,0.137,-0.003,0.188,0.237,0.312,1,"141","malignant neoplasm of tongue","malignant neoplasm of tongue",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","142","has a reference match",858,0.212,0.149,-0.055,0.121,0.173,0.252,0.977,"142","malignant neoplasm of salivary gland","malignant neoplasm of major salivary glands",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","143","has a reference match",858,0.235,0.13,-0.016,0.152,0.209,0.278,1,"143","malignant neoplasm of gum","malignant neoplasm of gum",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","144","has a reference match",858,0.291,0.126,0.038,0.214,0.265,0.331,1,"144","malignant neoplasm of floor of mouth","malignant neoplasm of floor of mouth",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","145","has a reference match",858,0.263,0.139,-0.003,0.178,0.232,0.304,1,"145","malignant neoplasm of other and unspecified parts of mouth","malignant neoplasm of other and unspecified parts of mouth",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","146","has a reference match",858,0.245,0.144,-0.008,0.16,0.21,0.284,1,"146","malignant neoplasm of oropharynx","malignant neoplasm of oropharynx",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","147","has a reference match",858,0.236,0.137,-0.052,0.15,0.206,0.28,1,"147","malignant neoplasm of nasopharynx","malignant neoplasm of nasopharynx",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","148","has a reference match",858,0.238,0.127,-0.025,0.156,0.21,0.291,1,"148","malignant neoplasm of hypopharynx","malignant neoplasm of hypopharynx",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","149","has a reference match",858,0.229,0.142,-0.017,0.136,0.193,0.271,0.836,"145","malignant neoplasm of other and unspecified parts of mouth","malignant neoplasm of other and illdefined sites within the lip oral cavity and pharynx",1,"cancer of head and neck"
"8_9","ICD-9-CM to ICDA-8","mpnet","150","has a reference match",858,0.218,0.141,-0.031,0.129,0.182,0.254,1,"150","malignant neoplasm of esophagus","malignant neoplasm of esophagus",2,"cancer of esophagus"
"8_9","ICD-9-CM to ICDA-8","mpnet","151","has a reference match",858,0.266,0.151,-0.008,0.17,0.228,0.306,1,"151","malignant neoplasm of stomach","malignant neoplasm of stomach",3,"cancer of stomach"
"8_9","ICD-9-CM to ICDA-8","mpnet","152","has a reference match",858,0.183,0.144,-0.071,0.102,0.144,0.209,1,"152","malignant neoplasm of small intestine including duodenum","malignant neoplasm of small intestine including duodenum",4,"cancer of other gi organs peritoneum"
